,star,comment,label
4823,10,너무재미써어어어ㅠㅠㅠㅠ,1
4824,10,영알못이지만영화 장면 연결성이 좀 떨어지는게 느껴졌다내가 여자라서 그런지 몰라도 여주입장에서 보게 되었는데 가슴이 찢어질듯 슬펐다  눈물콘물흘리면서봤다ㅋㅋㅋ내가 리뷰 쓰게될 정도로 의외로 슬픈영화인거같다 레지가 갱스터 삶을 빨리 접었더라면 과연 어땠을까흑흐규ㅠ,1
4825,8,브리 라슨만 아니었으면 더 재밋엇을듯,1
4826,10,극장에서 보지 못했던 부분을 세세히 더 가까이서 볼 수 있어서 너무 좋았습니다모든 넘버 가사를 외울만큼 제가 너무나도 좋아하는 작품인데 이렇게 편하게 영화관에서 감상할 수 있음에 너무 행복했습니다 또 보고싶네요바빠서 오늘에서야 본게 한입니다,1
4827,10,너무 재밌게 봤습니다 듄보다 재밌던데 평점이 왜이렇죠매기큐 존멋,1
4828,7,특별한 사람들 속의 평범한 사람이라는 캐릭터 또 특별하기에 감당해야 하는 자신만의 고민들을 가진 캐릭터 모두 좋았어요,1
4829,8,유머가 필요한 이유,1
4830,8,아슬아슬 스릴 넘침 조진웅은 약간 애매하네,1
4831,10,지루하지 않은 영화 시간으로 늘려도 안지루할듯,1
4832,10,ㅆㄹㄱ공무원 실태 적나라하게 나왔고 마지막은 통쾌하면서도 이런방법으로도 잔인해질수있겠구나 싶었고 보는 내 이빨이 아픈것같았다,1
4833,8,번 보고나서야 자막을 따라잡을수 있었지만 번 다 재밌었다 스토리도 흥미로웠고 배우들 내레이션도 듣기 좋았고 감독 작품 특유의 미술도 볼때마다 좋았음,1
4834,10,년이 흐른 영화인데 하나도 촌스럽지 않다  시대를 너무 앞서간 영상미,1
4835,10,재밌는 영화입니다 년작 편도 한번 보고 싶네요,1
4837,10,감동을 주는 애니,1
4838,10,눈물 흘렸어요ㅠㅠ 감동깊은 영화,1
4839,10,재밌는 영화입니다 ,1
4840,10,재밌고마 몰입도 있네 ㅎㅎ,1
4841,10,일상 생활에서 느끼는 소소한 즐거움이 결국 행복한 인생을 만드는게 아닐까,1
4843,8,영화배우가 실명으로 나오고 프로필도 그대로 사용되는 것 치고는 꽤 재미있고 신선한 영화 지옥의 악당이 여기서도 악당 ㅋㅋ 염동훈은 정말 악당 그 자체고 최기완도 정말 악당이다 지존파의 살인공장이 생각났고 그들이 잡힐것 같으면 아지트를 날려버리겠다고 한 설정까지 그대로 실행에 옮기는 것에서  감독이 실화에서 많은 영향을 받았구나 함 최기완의 자수가 또다른 도피와 공격으로 연결될지 꿈에도 몰랐는데 역시 악당은 자기들끼리 싸우다가 망하는구나  악마짓을 하고 서로 사이 좋을 수는 없는거다 마지막 황정민이 혼자만 살려달라고 싹싹 빌다가  실제 배우들의 에피소드 모든게 연기로 해석된다는 것과 영화속 유명한 대사 인터뷰때마다 해달라고 하거나 모르는 낯선 사람들이 다가와서 악수하고 사진찍자고 하고 사인해달라고 하는 등 생활속에서 느끼는 고충들도 조금씩 느껴짐 안해주면 건방지고 오만하다고 욕먹고 ㅠㅠ 마지막에 황정민의 표정은 러닝 타임 내내 고통과 비통 슬픔과 무기력이 느껴지던 것들이 사악 날라가서 넘 좋음 그리고 이들이 돈 많다고 얼마나 위험함 속에 노출될 수 있는지도 느껴져서 짠했음 두바이에서 왕족 귀족들이 놀러오면 경호비만 수천만원이라는데 과잉경호라고 느껴질 정도지만 한번 납치되면 정말 저렇게 된다는 걸 생각하면 영국 둘째왕자가족도 경호비가 연간 억이라는데 그 이유를 알 것 같음 이슬람 세력 등에 납치되면 끝장나는 거임 실제로 절대 일어나지 않았으면 하는 영화,1
4844,8,평점 너무짠데 킬링타임으로 좋았음 원작보러갑니다,1
4845,10,반신반의하며 보기시작했는데와 몰입도 장난아님,1
4846,9,가벼운 로코면서도 어색하거나 억지스러운 전개가 없어서 몰입하며 재밌게보기 좋다 연인끼리 연극하나 보러가는 느낌으로 볼수있고 배우들의 케미도 좋아서 나도 모르게 영화를 더 길게 보고싶단 생각을 하게된다,1
4847,8,그냥 느와르의 교과서적인 영화묵직한 그 무엇을 느끼기에는 충분한뻔히 보이는 스토리지만 설득력있는 연기력은 볼만했다,1
4848,8,오랜만에 재밌는 호러영화,1
4849,10,윤석열이 이 영화를 싫어합니다ㅋ주일제 시행주시간 폐지최저임금 폐지이게 바로 백래쉬,1
4850,8,반전들은 예측 가능해서 아쉬웠지만 영상미는 좋았다 귀신 쫓아다니는 장면들은 조금만 줄였으면 더좋았을것 같고 저작권료가 좀 깨지겠지만 영국팝 수록곡은 언제나 옳다,1
4851,10,이영화는 년대로 돌아간 느낌을 받음 나름 볼만함,1
4852,10,공포영화 클리셰를 박살내며 반전에 반전을 거듭하는 스토리와 화려한 영상미 완벽한 연기에 매료되었다,1
4853,10,재미난 영화 한편으로 힐링을,1
4854,10,서른되기전에 이런 사랑을 다시 한번 할 수 있을까,1
4855,10,아니 윤계상 배우한테 빠져버림재밌네요 ㅜㅠㅠ,1
4856,10,재미있어요 세딸이 이것만 몇번을 보내요 더빙버전으로 봤는데 여기  다 좋네요 음악을 들려주려고 찾으니까 안나와요  정보좀 알수 없을까요,1
4857,10,모든것이 좋았다 이제야 퍼즐이 하나씩 맟춰가는 기분,1
4858,10,우리가 기다려왔던 건 이런 순수함이 아닐까,1
4859,10,다시봐도최고작내년이면년인데그때도또보러올듯,1
4860,10,간만에 오열한 영화,1
4861,10,와보는 내내 귀가 너무 즐거웠다 연기도 미쳤고마지막 공연과 연출은 감동을 넘어 압도당했다 장르에 스릴러가 있길래 뭐지 했는데 마지막 반전도 쏠쏠,1
4863,9,난 년 서울생 남자 부산도 똑같네 ㅋㅋㅋ,1
4864,10,윤계상과 박용우의 몰입도 강한 연기력과 예측할 수 없는 스토리에 시간 순삭하면서 봤습니다 최고 ,1
4865,10,천재 감독 ,1
4866,8,아야세 하루카예쁘네 ,1
4867,8,집 마련은 이제 불가능한 얘기,1
4868,9,이거 재밌었지 나이쓰,1
4869,10,재밌었어요 기대이상이였어요 초반에는 살짝 지루하지만 중반부터 액션 보는 재미가 있습니다 열린결말이라 살짝 아쉬웠지만 내용자체는 재밌었습니다 후반에 감동적인 부분도 있어서 좋았어요,1
4870,10,아 지금 까지 봤던 영화들중에 이렇게 감동적인 영화를 내 생에 처음 겪어본다,1
4872,10,디즈니답게 영상미가 아름답고 스토리도 꽤 잘 썼어요,1
4873,10,내 마누라는 조물주가 못쓰는 흙으로다가 발로 빚었나보넹 ,1
4874,10,와 태국에서 이런 영화가,1
4875,8,예술이란 참여란 사랑이란 어지럽게 곡선으로 교차하는 각자의 선들이 교감하며 만든 궤적은 예술이 된다,1
4876,9,감동의 화룡정점을 찍다,1
4877,7,흥미롭고 집중하게 되는 영화였다,1
4878,7,아냐 테일러 ,1
4879,8,억지 경기 씬 아니었으면 참 좋았으련만,1
4880,7,이런류의 영화는 싫어하는데 배우들이 연기를 잘해서 점수줌,1
4881,10,이 정도 평점으로 평가받을 영화가 아니다,1
4882,10,나도 전화 받아본 적 있음 년 년정도 전에 목욕탕 갔다가 나와서 주차장 나서려고 차에 탔는데 전화가 옴 받으니까 서울중앙지검 누구누구라고 함 순간 딱히 잘못 한거 없는데 쫄아서 아 예라고 하니까 내 이름 부르면서 씨 사건 관련해서 전화 드렸습니다 이러길래 정신이 퍼뜩 들더라 느물거리면서 아 그러세요 라고 하니까 그쪽에서 전화 끊음 개같은 짱깨새끼들 진짜 죽여버리고 싶음,1
4883,10,절대로 선을 넘지 않고 보여주기만 한다그 지독한 중립의 선의 끝에서 영화라는 매체가 가져다 줄 수 있는 희망이라는 무지개 한줄기를 선물하는 경이로운 엔딩,1
4884,10,이런 영화가 좀더 나왔으면 좋겠다,1
4886,10,별 생각없이 보러갔다가 진짜 재밌게 보고왔네요 일단 억지웃음 만드는 장면없이 자연스럽게 웃겨줍니다 깔깔거리고 웃을정도는 아니고 풋 이렇게요 스토리와 전개도 흠잡을데 없고 젊은청춘이거나 그 시절을 보냈던 사람이라면 누구나 공감할 내용이구요 잔잔함속에 한번씩 격한 전개도 좋았구요 유체이탈자랑 어떤거볼까 고민하다가 선택했는데 좋은선택 됐네요,1
4887,8,성당안의 정치권력 에로티시즘 본능사이 그 어딘가,1
4888,8,그냥 무난하게 봤습니다,1
4889,10,흔히 보지 못했던 뮤지컬 애니메이션이라 특이했고 작화도 잘 어울려서 너무 좋았습니다  책도 한번 읽어보고 싶네요,1
4890,10,이터널스보다 꿀잼,1
4891,10,감사햡니다감ㅅㄱ합니다,1
4892,7,나이들었나 그렇게 재밌진 않네요,1
4893,10,저평가된듯 긴장감 넘치고 잼있음,1
4894,10,너무재밌게봣어요스릴있고 가끔씩 터지는 웃음포인트마지막에 올라갈때 광수오빠의 한방 좋았어요잘봤습니다다시 보고싶을것같아요또볼게요,1
4895,10,내가 느와르의 본좌라고 말하는 유오성의 연기와 매번 지리는 메소드연기보여주는 장혁 그외 조연들도 다들 좋았음 갠적으로 이런 느와르 되게 신선했음 칼을 잡아본적없는 대화를 추구하는 조직과 그걸 대적하는 말을 믿지않고 행동으로 보여주는 장혁 다 좋았음 근데 담배씬이 과하게 많다는걸 느꼇음 굳이 라고 생각들정도로 담배를 ㅈㄴ핌,1
4897,10,인생이 모험이다어른이 된 후 다시보니 또다른 시선으로 보게되는 영화,1
4898,10,이게 평점이 왜 이렇지 졸라 재밌게 봤는데,1
4899,9,많은 사람들이 가지고 있는 쓴뿌리 어릴때 똑같이 생각했지 왜 어른들은 사과하지 않는걸까 상처가 녹아있는 각각의 인물들의 삶을 너무나 실감나게 표현한 여배우들의  연기가 여운이 남습니다,1
4900,8,일부 개연성을 제외하면 재미있게 본 영화임,1
4901,8,매력있는 배우들 영상미와 음악이 너무 좋았습니다,1
4902,9,현실 연애 공감 ㅠㅠ,1
4903,9,드디어 편을 다 봤네요 이제 개월간 꾹꾹 눌렀던 욕구를 풀고 애니와 만화책 화 정주행 시작,1
4904,8,오늘의 나와 과거의 나의 연애를 생각하게 만드는 영화네요,1
4905,9,흥미진진 재미있게 봤어요,1
4907,10,장진영님이 주인공인것 만으로도 점,1
4908,8,마지막 음악과 함께 엘로이즈의 대사 한마디없는 연기가  영화의 모든걸 축약,1
4910,10,영화본 인 먼저 조은지 감독님 다음 작품이 기대되며 꼬인 관계지만 유쾌하게 이야기를 풀어내 영화보는 재미가 있었습니다 그리고 무진성 배우에게만 반사판 붙였나요 혼자 빛나더라구요,1
4911,7,흘러가는대로 두어서는 안된다,1
4912,10,정우성이 나와서 나름 괜찮았음 딴 배우가 맡았으면 보기 힘든 장면이 더러 나옴,1
4913,10,고스트 버스터즈는 이번에도  맛집임ㅠㅠ,1
4914,7,중반부까지는 볼만 했으나 후반부로 갈수록 지루하고 끝맺음이 아쉬움,1
4915,10,이 이야기가 매우 감동 이었는데 실제라고 하니 더 감동이네요 ㅠㅠ,1
4916,8,굉장히 차디찬 동심으로 돌아간 느낌,1
4917,8,년후의 행복보다 지금이 좋다,1
4918,10,윤계상 연기잘한다 인역 미세하게 다 다른 연기 그리고 연출도 좋았음,1
4919,10,내생애 최고의 영화 ㅜㅜ 년전이라니 믿기지 않는다 다시 파리에가서  듣고 싶네요,1
4920,8,드니뵐뇌브가 드니뵐뇌브했다,1
4921,10,마라나타아멘 주 예수여 어서 오시옵소서,1
4922,10,앞 편 안보고 봤는데 그냥 재밌게 볼 수있는 가족영화같고 나도 총으로 유령싸보고 싶다ㅎ  유령 넘 귀여움,1
4923,10,너무 감사히 잘봤습니다,1
4924,8,미화라는 이름의 정치성이 침투할 여지가 없을만큼 먹먹하고 아름다운 스크린,1
4925,7,선택받은 아이가 아닌 인간 신태일의 일대기를 그려낸 영화 ㅠㅠㅠ 썸녀이자 소꿉친구 소라가 배신하고 매튜한테 갈때 부랄찢고 울었다,1
4926,10,스토리 좋고 역시 황정민,1
4927,10,역시 믿고 보는 배우,1
4928,10,언제봐도 좋은 영화,1
4929,7,잘 만든 영화지만 기대 보다 흥미진진하지는 않았습니다,1
4930,8,솔직히 아무생각없이 감상햇고 초기에는 그저그런 사회물인줄 알았는데 시간이 갈수록 벌어지는 상황과 꼬여지는 내용에 시간가는줄 모르고 감상했네요 두여배우의 간절한 눈빛에 동감도 햇구요 단점은 너무 이야기를 꼬았다는 점,1
4931,9,이거 엄청잼잇는데 만족스럽지 않은부분이있다 예를들어 나치지만 동료를살리려고 입을닫은자는 죽이고 동료팔면 살려준다 보통의 영화가 권선징악이고 현실에선 권선징악이 아닌 혼돈스런 세상같아 영화에서도 악이승리하는 모습을 보여줄수도 있겠지만 나치가 큰 악이라는 주제말구는 버스터즈 멤버들도 사이코패스같다 그리고 유태인 사냥꾼은 잔인하지만 상당히 스마트한 모습을 보여줬는데 마지막에 멍청한 행동을한다 극장파괴신도 버스터즈 멤버들이 작전실패로 곤란해할때 극장주인이 불태웟으면 더나앗을것같은데 극장주인이 불안태웟어도 내용흐름상으로는 버스터즈명이 히틀러 죽이게되잇다 그래서 극장여주인의 공을 일부빼앗은것같다,1
4932,10,기대 안하고 봤는데 긴장감이 이렇게까지 계속 되는 영화가 있었나재밌네요 추천,1
4933,10,유오성 왜 니들은 무슨 누가 조금 잘나면 그저 어떻게든 까보려그러냐 이해가 안되는 인간들이네 유오성이 싫으면 왜봤어 장혁 까구자빠졌네 알고봤으면서 왜 하여튼 어떻게든 까구보는 드러운 성격하고는 쯔쯔다 쯔쯔,1
4935,10,미국 갬성 느끼기에 정말 좋은영환데 평점이 이렇게 안좋아서야 말이안됨,1
4936,10,저의 인생영화가 되었습니다 배우님들의 연기도 너무 잘 맞고 웃고 울었던 영화였어요 ㅠ,1
4937,10,맥어보이 연기는 진짜 강릉에서 번째로봄 번볼때 연기력에 감탄 받았고 여전히 ㄱ재밌는 영화 번보니 스릴감이 좀 떨어지긴 하지만 영화관에서 봤을때는 확실히 충격적임,1
4938,10,아이엠 관옌 웃기기는 웃긴데내가 콱 죽여버리고 싶더란 ㅎㅎㅎ기본 설정은 흔히 많은 타임리프 계속 같은 날을 또 또 또 살기인데도 이 영화는 오묘하게 새롭고 특이하네요히죽거리면서 기분좋게 관람아이 엠 로이 ㅎㅎ 로이가 널 끝냈다,1
4939,10,영어  모르는데 연기에 반했다 그만큼 표정과 행동 대사강약 등 언어를 몰라도 스크린 보는 사람에게 재미와 감동을 줄수 있다라는것도 배웠다 어찌됐든 첨볼때 중간까지 뭐지 뭘가 하다가 결말이 나오고 아 왜 이 영화를 두번보고 세번보고 네번보고 하는지 깨달았다,1
4940,8,명작이죠 시카고해학적인매력이있고 유쾌함,1
4941,10,기대치가 너무 높아서 그런지 좀 아쉬운 면도 적잖아 있었으나 코미디에 가까운 오리지널과 달리 스릴러에 가깝게 만들었다는 참신함 오리지널에 모욕적이던 여성판 리부트와 달리 오리지널 고스트버스터즈 시리즈에 대한 예우가 느껴짐 게다가 이곤 스펭글러 배우분인 해롤드 레이미스분에 대한 헌사에 가까운 작품이라 년 만에 나온 속편으로서 제 역할을 다함,1
4942,10,근래들어 본 영화 중 가장 감동적이었어요 적극 추천합니다,1
4943,10,최상의 연기와 연출 가볍게 볼 수 있는 괜찮은 영화,1
4944,8,이제 곧 엄마아빠가 되요 조산사 말에 우는 벤자민이 안타까웠다오드가 떠난뒤 얼마나 무섭고 외로웠을까벤자민의 용기에 박수를 보내고 싶다 오드의 심정도 이해는 가지만 무책임한 태도에 화가 난다 무슨 이유인지 잘 모르겠으나 여운이 많이 남는 영화다 다만 상황에 따른 개인의 감정 변화를 좀 더 섬세하게 보여줬으면 점이었을텐데 프랑스는 이런 퀴어장르의 영화를 참 잘 만드는것 같다,1
4945,8,확실히 이전편들보단 별로지만 괜찮았음,1
4946,8,중후반은 디즈니 답게 몰아친다 빅 히어로의 판타지 버전,1
4947,8,영화내내 과거와 현재를 오가는 설정이 조금씩 흐름을 방해한다는 느낌이 들고 약간씩 지루하게함소방관의 희생과 봉사를 생각하면 감동을 안받을 수가 없다,1
4948,8,오리지널 멤버들 등장할 때 리얼로 소름 쫙 돋음,1
4949,10,여주 꼬마가만든 쪼물딱거린 찌그러진 만두닮음,1
4950,10,몇년마다 다시 찾게되는몇 안되는 영화중 하나,1
4951,9,기대 안하고 봤는데 정말 꿀잼이었어요,1
4952,10,요리를 좋아하는 사람이라면 꼭 보아야 하는 영화 음식이나 요리에 대해 우리가 어떠한 마음가짐을 가지고 있는지 다시 생각하게 될 영화입니다,1
4953,8,굿 재치있는 영화,1
4954,7,화려한 뮤지컬을 본 듯한 감각적인 영상공포영화로서 긴장감이 없는것이 단점이다,1
4955,7,스토리만 아쉬운 영화,1
4956,10,배우들의 연기가 감동입니다시간순삭,1
4957,10,영화내용이 한편으로 끝나지않아서 호불호가 갈릴수있지만 진짜 명작입니다    ㅠㅠ 다음 편이 너무 기대됨 그리고 연출이 진짜 미쳤어요 유튜브에 세계관 미리 보고 가시면 더 좋을듯요 ㅎㅎ,1
4958,10,평점이 낮은데 평점보다 재밌었어요,1
4959,10,엄청 좋은 재료로 라면 끓인 느낌,1
4960,10,스펙타클하지 않아도 충분할수 있는 재난영화,1
4961,10,좋은 작품 볼 수 있게 되어 감사합니다 기억될 다큐멘터리입니다 최고의 작품,1
4962,10,감명 깊게 봤습니다 ㅠㅠ,1
4963,8,보고있으면  개불편해지는 영화인데 계속 뇌리에 남아,1
4964,9,애니메이션으로 라이브 공연을 재현한거라 영화라 하긴 뭣하지만 재밋었음 개성있는 캐릭터가 많이 나오는만큼 캐릭터랑 노래를 숙지하고 간다면 훨씬 더 재미있을것,1
4965,8,그래서 베네데타 정체가 뭐야,1
4966,8,그래도 봐야지 암요,1
4967,10,스토리가 너무 좋네요 울면서 봤습니다ㅠ,1
4968,8,마지막 두 형제의 마주친 눈빛이 꽤 먹먹한 여운을 남겼다,1
4970,9,신박한 소재와 연기 연출,1
4971,9,믿고보는 디즈니하지만 뭔가 후다닥 끝난 느낌,1
4972,10,리얼하고 정말 있을수 있는 상황에 대해몰입감이 좋았어요연기도 참  좋아요,1
4973,10,마지막 장면이 모든걸 말해주는데 다들 그냥 영화평론가네,1
4974,7,마지막 그녀로부터 도망가는게 너무 현실적 마지막 양심을 버리지못하는 대부분 남자들도 마찬가지일 것 그리고 뜬금 노출에 깜놀,1
4975,10,작화랑 이야기가 너무 낭만적이고 아름다워요 제가 본 애니메이션 중 가장 예술적인 작품이에요,1
4976,9,어쨌든 별 의미는 없다 그때의 선택에 대해 후회해봤자 지금과는 다른 현재에 대해 생각해봤자 지금과는 다른 현재같은 건 테드 창의 소설에 나오는 평행우주에서나 가능한 이야기일 뿐이니까,1
4977,8,초등생아들과 같이 봤어요재미있고 좋았어요,1
4978,10,생각보다 재밌어요 가볍게 보기 좋아요,1
4979,8,스토리는 아쉽지만 연출과 음악 등 화려한 볼거리가 상영 시간 내내 넘쳐난다 라틴계 음악의 흥겨움을 잔뜩 느낄 수 있음 영화를 보고 나서도 자꾸만 엔칸토 엔칸토 하고 가사를 흥얼거리게 된다 캐릭터들 개성도 다양해서 좋았다 왠지 다 현실에 있을 법한 느낌이라서 더 친숙하고 정이 갔음ㅋㅋㅋㅋ 나이를 불문하고 다같이 가볍게 볼만한 영화로 추천함,1
4980,9,스토리도 재미있었고 영상미는 더 더욱 볼만했다위기에 처할 때마다 긴장됐지만 그 위기에서 벗어나면서영화의 몰입감이 극대화되었다,1
4981,10,지루하지 않고 재미있었습니다 음악부터 두근거리게 하는 영화네요,1
4983,10,연기너무최고에요화이팅,1
4984,9,고스터 버스터즈를 그리워했던 팬이라면 무조건 추천,1
4985,8,최근 판을 보고 관람했지만 큰 스크린으로 보니 더욱 좋았어요,1
4986,10,화끈하규 잼쏘용 ㅎㅎㅎ,1
4987,10,지루한 부분이 없었어요몰입도 최고 시간 순삭코로나 이후 극장에서 본 첫 영화였는데 아주 만족스러웠습니다,1
4988,9,매우 저평가된 영화네요 연기력도 모두들 뛰어나고 시간이 겹치는 전개도 색다르고 몰입도도 높네요 숨은 진주 영화입니다,1
4989,10,,1
4990,8,스토리도 좋고 연기도 몰입감도 좋네요 잘봤습니다  흥행못한게 이상할정도네요코로나 때문이크겠지만 넘 아쉽네요,1
4991,10,실평점은 인데 실사영화칸이랑 헷갈리고 욕 써놓은 모지리들 때문에  레아 살롱가 는 지금 들어도 수작,1
4992,10,재미나게 잘 봤습니다,1
4993,9,다 좋으신데김희원씨연기가 저는 참 좋더라구요생각없이 봤다가 너무 감동요,1
4994,8,생각보다재밌었네요ㅋㅋ 엔딩크레딧 다 올라갈 때까지 나가지 마세요,1
4995,10,해서웨이 가슴으로 모든게 됐다,1
4996,10,이제껏 이런 영화는 없었다,1
4997,7,편하게 즐겁게 볼 수 있는 영화에요,1
4998,10,감동이에요ㅠㅠ화면도 화려하고 도 최고,1
4999,10,생각보다 좋았어요 재밌고ㅋㅋ 새로운 감성으로 표현해서 더욱 인상적이었다,1
5000,10,음악은 물론 배우들의 연기가 감동인 영화 스토리는 씁쓸하고 비극이지만 풀어내는 방식이 독특해 희극으로 느껴져요 아이비 최정원의 뮤지컬 시카고를 보고 보니 또 다른 재미와 볼거리입니다,1
5001,10,완벽한 고스트버스터즈 시리즈였어요,1
5002,9,옛 추억도 생각나고 재밌어요ㅋ,1
5003,7,나름 괜춘하구만 볼만한영하인데 욕들이 많네,1
5004,10,감동하며 잘 봤습니다 인생 한순간에 훅 지나간다 그러니 믿음소망사랑으로 그중에 특히 사랑하며 살자,1
5005,8,생각보다 재밌었고 스토리 넘나 신선쓰 액션 추릴러 긋긋,1
5006,10,한동안 수많은 영화를 보면서 눈물이 아주 가끔 흐르는 영화가 있었지만 이 영화만큼 내 심장과 마음을 울리면서 말 한마디에 펑펑 눈물이 났던 영화는 없었어요 그저 슬픈게 아니고 내 아이와 겪는 세상의 모든 순간이 스크린에 펼쳐지고 고되고 고되도 자식과 함께 살아나가려하는 힘과 의지가 느껴져서 감동이었어요지금까지 우리 나라에 퀴어 영화가 있었지만 이렇게 부모의 시선으로 제대로 담은 영화는 처음인거 같아요잘 만든 아름다운 영화이며 누구에게나 추천해주고 싶은 그런 영화입니다개인적으로 나비님 마지막 멘트에서 무한한 감동을 받아서 고맙고 행복합니다,1
5007,10,감동이에요ㅜㅜ 스탠바이미도 엄청 좋아했었는데 도 좋네요ㅜㅜ,1
5008,9,다른걸 떠나서 영화가 재미있음,1
5009,8,이젠 하다하다 호러까지 씹어드시는 에드가 라이트,1
5010,7,연출 만점연기 만점스토리 식상 반점영상미 논외오에스티 만점,1
5011,9,기대없이 봤는데 마지막까지 즐거웠던 영화,1
5012,10,내가옛날에 미치도록봤던영화 다시봐도명작이넼ㅋㅋㅋㅋ 추천,1
5013,10,친구들이랑 보고 부모님 보여드렸는데 진짜 재밌어하셨음 부모님이 재밌어 하셔서 저도 좋았어요,1
5014,8,고스트 버스터즈 음악부터가 들썩들썩,1
5015,10,이 영화는 나이가 들수록 볼때마다 느껴지는 감동이 틀린 영화다대에 봤을때 대에 봤을때 대에 봤을때 느낌이 너무 틀리고 대가 된 지금 이 영화가 주는 감동은 또 틀리다멜로 영화의 레전드 영화이다,1
5016,10,주지훈 연기 하 지렸,1
5017,10,오늘 학교에서도 봤는데 진짜 명작,1
5018,10,오늘 학교에서도 봤는데 진짜 명작,1
5019,8,올드팝과 안야의 매력에 빠지는 영화,1
5020,7,나름 한국영화에선 신선한 적인 소재를 액션과 범죄 장르에 잘 버무림,1
5022,10,아니 진짜  편 전부 보고 울컥 했어요ㅠㅠ강추 합니다,1
5023,8,지루하지 않게 잘 만들었는데 평점 왜이리 안 좋지 킬링타임용으로 봤다가 잘 봤어요,1
5024,10,완전 만족 고스트 세계관도 새로운 페이즈 열린 느낌ㅇㅇ,1
5025,10,너무재밌음 이런 영화가 많이나왔으면,1
5026,10,킬링타임용 나쁘지 않았음 악역이 ㅈㄴ 발암,1
5027,10,영화 보는내내 물젖은 수건이 되보는 경험 마지막 대사가 안 잊혀요 진짜 ㅠㅠㅜ,1
5028,10,유쾌하고 재밌게 봤습니다 안봤으면 후회할뻔 했어요,1
5029,10,맥케나 그레이스 남자아인줄,1
5030,7,가볍게 즐기기엔 좋은 영화,1
5031,10,결말이 먼지,1
5032,10,고스트 버스터즈 하는 는 듣는 순간 기분 좋아짐ㅋㅋㅋ 큰 기대 안했었는데 개꿀잼,1
5033,10,개꿀잼 사귄지 얼마 안 된 남친이랑 보러가지말고 친구랑 보러가세요ㅎㅎ,1
5034,8,반전에 반전을 거듭하면서 뒤에 잔잔한 여운을 안겨주는 영화안야 테일러 조이 사랑해,1
5035,10,꿀잼 기분 전환은 확실히 됩니다,1
5036,10,그리운 시절을 되새겨 주는 좋은 영화 입나다,1
5037,10,비주얼 끝판왕임 마블 영화중에서는 최고 제일 재밌었음,1
5038,10,고스트 버스터즈 너무 재밌다ㅠㅠ유쾌하면서 흥미롭다,1
5039,10,처음부터 몰입도가 장난이 아닙니다내내 하나님의 사랑이 느껴져서 울었어요그리고 이스라엘 민족들 너무 답답해서 속터졌어요,1
5040,10,생각보다 수위가 높았고 솔직해서 좋았던 영화올해 본 로코 중 최고였다,1
5041,10,간만에 짠한 영화를 봤습니다명작의 교과서를 보여주는 듯합니다,1
5043,10,집단성폭행  가해자들 명 다 삼대가멸망하고 삼대가 하는일마다 다망하고 코로나걸려서 버려 들 인간도 아닌것들 더잔인한건  가해자들의 부모들  어떻게  저 어린아이에게 또한번의 상처를 주죠  인간도아닌것들  다 코로나걸려서 버려야돼 아주,1
5044,10,중학생 때 처음 보고 영상미에 충격받았었는데 다시 봐도 아름다운 영상미다 그리고 그냥 사랑 이야기가 아니라 남자 주인공과 여자 주인공의 성장에 초점이 맞춰진 사랑 이야기라서 좋았던거 같다,1
5045,10,,1
5046,10,부모님이 자식 생각하는 마음이 너무 잘 들어나있어서 감동했고 슬펐습니다 ㅠㅠ기대한 만큼 너무 재밌었어요 ,1
5047,7,나름 괜찮고 킬링타임 집중도되고 재미도있음멋있음 장혁과 유오성,1
5048,9,감정선 좋았다잘 만들었다,1
5049,10,흥미롭고 많은걸 생각해볼수 있던 영화,1
5051,10,너무 감동적인 영화,1
5052,10,넘 감동적이고 따뜻한 영화네요 한참 울었네요 오랜만에 넘 감동쓰,1
5053,10,우연히 티비에서 보다가 너무 큰 감동을 받았네요,1
5054,10,영화가 미쳤네ㅠ 눈병나서 눈물흘리면 안되는데 계속 눈물이 나네,1
5055,10,잘봤습니다 대한민국 독립영화 기우제를 응원합니다,1
5057,10,과거 순수한 노동 인권을 외치던 전태일 열사때문에 꺼이꺼이 울었다 음악이 커서 다행인데 음악도 너무 슬픈 ㅠ,1
5058,10,압도적인 영상미와  반지의 제왕 이후로 이런 감동은 처음임 그리고 꼭 아이맥스로 봐야함,1
5059,10,개인적으로 매우 좋아하는 개 지렸던 영화 돈내고 소장했음이 영화는 시간 여행에 관해 다루고 있는데 특이한 점은 시간을 역행해서 돌아간다는 것임 기존의 시간여행 영화들은 라는 지점에서 라는 지점으로 이동해서 사건이 벌어지는 것이라면이 영화는 에서 까지 시간의 흐름을 따라 흘러가는 스토리와 에서 로 시간이 역행하며 일어나는 사건들이 합쳐저서 에서 까지의 사건이 일어남영화 초기에 놀란 감독이 이러한 개념을 영상의 연출로 설명을 해주었는데주인공이 테러 단체에게 붙잡혀 기찻길에서 시계를 뒤로 되돌린다던지 철로의 기차들이 서로 반대방향  으로 진행한던지 인도에서 건물을 올라갈 때 번지점프의 역행으로 건물을 올라가서 다시 내려오는 연출이라던지 이런 연출이 기가막혔음여튼 개쩌는 영화임,1
5060,7,웅장한 전투신이나 액션신은 없으나 탄지로의 발전과 인방의 케미가 굿,1
5061,7,정정훈 감독의 화려한 조명과 촬영기법이 돋보임,1
